Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
LARRAÑAGA GARITANO, JESUS MARIA;01/01/2015;22/02/2015;11.207,97 €;DIRECTOR/A GERENTE GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;24/11/2014;22/02/2015;22/06/2016
LARRAÑAGA GARITANO, JESUS MARIA;23/02/2015;31/12/2015;71.923,29 €;DIRECTOR/A GERENTE GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/02/2015;31/12/2015;22/06/2016
LARRAÑAGA GARITANO, JESUS MARIA;01/01/2016;31/12/2016;84.591,54 €;DIRECTOR/A GERENTE GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;;23/06/2017
LARRAÑAGA ORBEA, MAITE;01/01/2014;31/12/2014;67.836,68 €;GERENTE;201010000;Consorcio Haurreskolak;201;Consorcio Haurreskolak;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;24/09/2003;;30/11/2015
LARRAÑAGA ORBEA, MAITE;01/01/2015;31/12/2015;69.591,92 €;GERENTE;201010000;DIRECCIÓN GENERAL / GERENCIA;201;Consorcio Haurreskolak;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;24/09/2003;;22/06/2016
LARRAÑAGA ORBEA, MAITE;01/01/2016;31/12/2016;69.094,20;GERENTE;201010000;DIRECCIÓN GENERAL / GERENCIA;201;Consorcio Haurreskolak;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;24/09/2003;;23/06/2017
LARRAZA AIZPURUA, IRENE;14/11/2016;31/12/2016;9.021,00 €;DIRECTOR/A PARA LA PROMOCIÓN Y DIFUSIÓN DEL EUSKERA;067110000;DIRECCIÓN PARA LA PROMOCIÓN Y DIFUSIÓN DEL EUSKERA;067;Instituto Vasco Etxepare Euskal Institutua / Basque Institute;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;14/11/2016;31/12/2016;23/06/2017
LARRAZABAL BASAÑEZ, SANTIAGO;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;002110000;DIRECIÓN DE LA SECRETARÍA DEL GOBIERNO Y RELACIONES CON PARLAMENTO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;;30/11/2015
LARRAZABAL BASAÑEZ, SANTIAGO;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;002110000;DIRECIÓN DE LA SECRETARÍA DEL GOBIERNO Y RELACIONES CON PARLAMENTO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;;22/06/2016
LARRAZABAL BASAÑEZ, SANTIAGO;01/01/2016;01/09/2016;45.189,47 €;DIRECTOR/A;002110000;DIRECIÓN DE LA SECRETARÍA DEL GOBIERNO Y RELACIONES CON PARLAMENTO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;01/09/2016;23/06/2017
LARRAZABAL BILBAO, ANDRES;01/01/2014;10/01/2014;2.431,97 €;DIRECTOR/A GERENTE ATENCIÓN PRIMARIA;060129000;COMARCA EZKERRALDEA-ENKARTERRI;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/07/2010;10/01/2014;30/11/2015
LARREA ARECHAVALETA, ICIAR MARIA;05/05/2014;31/12/2014;64.769,16 €;DIRECTOR/A DE ENFERMERÍA GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;05/05/2014;;30/11/2015
LARREA ARECHAVALETA, ICIAR MARIA;01/01/2015;31/12/2015;65.535,98 €;DIRECTOR/A DE ENFERMERÍA GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/05/2014;;22/06/2016
LARREA ARECHAVALETA, ICIAR MARIA;01/01/2016;31/12/2016;65.492,77 €;DIRECTOR/A DE ENFERMERÍA GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/05/2014;;23/06/2017
LASA ARIZKETA, ANE MIREN KARMELE;06/05/2014;31/12/2014;58.387,56 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/05/2014;;30/11/2015
LASA ARIZKETA, ANE MIREN KARMELE;01/01/2015;31/12/2015;59.203,02 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;22/06/2016
LASA ARIZKETA, ANE MIREN KARMELE;01/01/2016;31/12/2016;59.481,24 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;23/06/2017
LASA GOÑI, MIREN BITTORI;01/01/2014;31/12/2014;52.597,86 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/02/2011;;30/11/2015
LASA GOÑI, MIREN BITTORI;01/01/2015;31/12/2015;53.509,96 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2011;;22/06/2016
LASA GOÑI, MIREN BITTORI;01/01/2016;31/12/2016;53.286,38 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2011;;23/06/2017
LEGARDA URIARTE, MIGUEL IGNACIO;01/01/2014;31/12/2014;84.318,03 €;ASESOR/A EN MATERIA PARLAMENTARIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;30/11/2015
LEGARDA URIARTE, MIGUEL IGNACIO;01/01/2015;31/12/2015;85.424,78 €;ASESOR/A EN MATERIA PARLAMENTARIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;12/01/2016;22/06/2016
LEGARDA URIARTE, MIGUEL IGNACIO;01/01/2016;12/01/2016;2.525,94 €;ASESOR/A EN MATERIA PARLAMENTARIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;12/01/2016;23/06/2017
LEGARRETA FERNÁNDEZ, JUAN ANDRÉS;01/01/2014;31/12/2014;78.674,00 €;DIRECTOR/A;065010000;Dirección de la Agencia de Calidad del Sistema Universitario - Unibasq;065;Unibasq, Agencia de Calidad del Sistema Universitario;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;20/09/2012;31/08/2015;30/11/2015
LEGARRETA FERNÁNDEZ, JUAN ANDRÉS;01/01/2015;31/08/2015;60.465,43 €;DIRECTOR/A;065010000;DIRECCIÓN;065;Unibasq, Agencia de Calidad del Sistema Universitario;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;20/09/2012;31/08/2015;22/06/2016
LEGARRETA GABILONDO, XABIER;17/07/2015;31/12/2015;30.653,57 €;DIRECTOR/A;052010000;DIRECCIÓN;052;KONTSUMOBIDE, Instituto Vasco de Consumo;08;08 - SALUD;17/07/2015;;22/06/2016
LEGARRETA GABILONDO, XABIER;01/01/2016;12/12/2016;64.291,77 €;DIRECTOR/A;052010000;DIRECCIÓN;052;KONTSUMOBIDE, Instituto Vasco de Consumo;08;08 - SALUD;17/07/2015;12/12/2016;23/06/2017
LEIARISTI ARETA, AMAIA;01/01/2014;31/12/2014;64.158,92 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/07/2009;;30/11/2015
LEIARISTI ARETA, AMAIA;01/01/2015;31/12/2015;65.333,68 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/07/2009;;22/06/2016
LEIARISTI ARETA, AMAIA;01/01/2016;31/12/2016;65.471,00 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/07/2009;;23/06/2017
LETE GARCIA, MARIA ELENA;01/01/2014;31/12/2014;70.830,56 €;DIRECTOR/A;009120000;DIRECCIÓN DE PLANIFICACIÓN TERRITORIAL Y URBANISMO;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;;30/11/2015
LETE GARCIA, MARIA ELENA;01/01/2015;31/12/2015;70.830,54 €;DIRECTOR/A;009120000;DIRECCIÓN DE PLANIFICACIÓN TERRITORIAL Y URBANISMO;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;18/01/2016;22/06/2016
LETE GARCIA, MARIA ELENA;01/01/2016;18/01/2016;3.472,31 €;DIRECTOR/A;009120000;DIRECCIÓN DE PLANIFICACIÓN TERRITORIAL Y URBANISMO;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;18/01/2016;23/06/2017
LETURIONDO ARANZAMENDI, MARIA ARANZAZU;14/12/2016;31/12/2016;3.850,84 €;VICECONSEJERO/A;005200000;VICECONSEJERÍA DE ADMINISTRACIÓN Y PLANIFICACIÓN TERRITORIAL;005;Departamento de Medio Ambiente, Planif.Territorial y Vivienda;05;05 - MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;14/12/2016;21/04/2017;23/06/2017
LEZA OLAIZOLA, MANUEL;01/01/2014;31/07/2014;38.962,17 €;DIRECTOR/A;009320000;DIRECCIÓN DE PLANIFICACIÓN DEL TRANSPORTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;24/05/2013;31/07/2014;30/11/2015
LEZA OLAIZOLA, MANUEL;01/08/2014;31/12/2014;31992,85;DIRECTOR/A GENERAL DE LA SOCIEDAD;167010000;Eusko Trenbideak / Ferrocarriles Vascos, S.A.;167;Eusko Trenbideak / Ferrocarriles Vascos, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/08/2014;;30/11/2015
LEZA OLAIZOLA, MANUEL;01/01/2015;31/12/2015;76.013,00 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;167010000;DIRECCIÓN GENERAL / GERENCIA;167;Eusko Trenbideak / Ferrocarriles Vascos, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/08/2014;;22/06/2016
LEZA OLAIZOLA, MANUEL;01/01/2016;31/12/2016;76.772,92 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;167010000;DIRECCIÓN GENERAL / GERENCIA;167;Eusko Trenbideak / Ferrocarriles Vascos, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/08/2014;;23/06/2017
LITAGO SOLA, ESTHER;01/01/2014;31/12/2014;60.182,72 €;DIRECTOR/A DE PERSONAL GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;26/10/2011;;30/11/2015
LITAGO SOLA, ESTHER;01/01/2015;31/12/2015;61.342,68 €;DIRECTOR/A DE PERSONAL GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;26/10/2011;;22/06/2016
LITAGO SOLA, ESTHER;01/01/2016;31/12/2016;60.913,94 €;DIRECTOR/A DE PERSONAL GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;26/10/2011;;23/06/2017
LLANO HERNAIZ, JOSU XABIER;28/12/2015;31/12/2015;568,73 €;DIRECTOR/A GERENTE;166010000;DIRECCIÓN GENERAL / GERENCIA;166;Osatek, S.A.;08;08 - SALUD;28/12/2015;;22/06/2016
LLANO HERNAIZ, JOSU XABIER;01/01/2016;31/12/2016;78.133,86 €;DIRECTOR/A GERENTE;166010000;DIRECCIÓN GENERAL / GERENCIA;166;Osatek, S.A.;08;08 - SALUD;28/12/2015;;23/06/2017
LOBERA REVILLA, ANGEL;01/01/2014;31/12/2014;71.543,27 €;DIRECTOR/A;006510000;DIRECCIÓN DE NORMALIZACIÓN LINGÜÍSTICA DE LAS ADMINISTRACIONES PÚBLICAS;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/01/2013;05/03/2015;30/11/2015
LOBERA REVILLA, ANGEL;01/01/2015;05/03/2015;13.065,95 €;DIRECTOR/A;006510000;DIRECCIÓN DE NORMALIZACIÓN LINGÜÍSTICA DE LAS ADMINISTRACIONES PÚBLICAS;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/01/2013;05/03/2015;22/06/2016
LOPEZ CARCAMO, ALEJANDRO;01/01/2014;31/12/2014;69.905,04 €;DIRECTOR/A;003210000;DIRECCIÓN DE DESARROLLO INDUSTRIAL;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/12/2012;;30/11/2015
LOPEZ CARCAMO, ALEJANDRO;01/01/2015;31/12/2015;73.605,69 €;DIRECTOR/A;003210000;DIRECCIÓN DE DESARROLLO INDUSTRIAL;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/12/2012;;22/06/2016
LOPEZ CARCAMO, ALEJANDRO;01/01/2016;31/12/2016;74.698,41 €;DIRECTOR/A;003210000;DIRECCIÓN DE DESARROLLO INDUSTRIAL;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/12/2012;;23/06/2017
LOPEZ DE HEREDIA SAN JULIAN, MARIA;01/01/2014;31/12/2014;70.181,00 €;DIRECTOR/A DE ADMINISTRACIÓN Y SERVICIOS;061120000;DIRECIÓN DE ADMINISTRACIÓN Y SERVICIOS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;07/02/2011;;30/11/2015
LOPEZ DE HEREDIA SAN JULIAN, MARIA;01/01/2015;31/12/2015;71.507,65 €;DIRECTOR/A DE ADMINISTRACIÓN Y SERVICIOS;061120000;DIRECIÓN DE ADMINISTRACIÓN Y SERVICIOS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;07/02/2011;;22/06/2016
LOPEZ DE HEREDIA SAN JULIAN, MARIA;01/01/2016;31/12/2016;70.995,12 €;DIRECTOR/A DE ADMINISTRACIÓN Y SERVICIOS;061120000;DIRECIÓN DE ADMINISTRACIÓN Y SERVICIOS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;07/02/2011;;23/06/2017
LOPEZ-URIBARRI GOICOLEA, NEREA KARMELE;01/01/2014;31/12/2014;71.037,98 €;DIRECTOR/A;005220000;DIRECCION DE PATRIMONIO Y CONTRATACIÓN;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;28/01/2013;;30/11/2015
LOPEZ-URIBARRI GOICOLEA, NEREA KARMELE;01/01/2015;31/12/2015;71.431,78 €;DIRECTOR/A;005220000;DIRECCION DE PATRIMONIO Y CONTRATACIÓN;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;28/01/2013;;22/06/2016
LOPEZ-URIBARRI GOICOLEA, NEREA KARMELE;01/01/2016;13/12/2016;68.814,27 €;DIRECTOR/A;005220000;DIRECCION DE PATRIMONIO Y CONTRATACIÓN;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;28/01/2013;13/12/2016;23/06/2017
LOPEZ-URIBARRI GOICOLEA, NEREA KARMELE;14/12/2016;31/12/2016;4.071,75 €;VICECONSEJERO/A;002400000;VICECONSEJERÍA DE ADMINISTRACIÓN Y SERVICIOS GENERALES;002;Departamento de Gobernanza Pública y Autogobierno;02;02 - GOBERNANZA PÚBLICA Y AUTOGOBIERNO;14/12/2016;;23/06/2017
LOSA ZIGANDA, FRANCISCO DE JAVIER;01/01/2014;31/12/2014;84.511,64 €;DIRECTOR/A (RANGO VICECONSEJERO/A);005100000;OFICINA DE CONTROL ECONÓMICO;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;30/11/2015
LOSA ZIGANDA, FRANCISCO DE JAVIER;01/01/2015;31/12/2015;85.995,63 €;DIRECTOR/A (RANGO VICECONSEJERO/A);005100000;OFICINA DE CONTROL ECONÓMICO;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;22/06/2016
LOSA ZIGANDA, FRANCISCO DE JAVIER;01/01/2016;31/12/2016;86.946,71 €;DIRECTOR/A (RANGO VICECONSEJERO/A);005100000;OFICINA DE CONTROL ECONÓMICO;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;23/06/2017
LOSADA BESTEIRO, JESÚS;26/12/2016;31/12/2016;1.231,33 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;171010000;DIRECCIÓN GENERAL / GERENCIA;171;IHOBE, S.A., Sociedad Pública de Gestión Ambiental;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;26/12/2016;;23/06/2017
LOSANTOS OMAR, J. JAVIER;01/01/2014;31/12/2014;69.909,14 €;DIRECTOR/A;004120000;DIRECCION DE TRABAJO Y SEGURIDAD SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;30/11/2015
LOSANTOS OMAR, J. JAVIER;01/01/2015;31/12/2015;69.909,14 €;DIRECTOR/A;004120000;DIRECCION DE TRABAJO Y SEGURIDAD SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;22/06/2016
LOSANTOS OMAR, J. JAVIER;01/01/2016;01/12/2016;66.151,49 €;DIRECTOR/A;004120000;DIRECCION DE TRABAJO Y SEGURIDAD SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;01/12/2016;23/06/2017
LOZANO OTERO, ARATXU;01/01/2014;31/12/2014;72.351,66 €;DIRECTOR/A DE PERSONAL GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;11/03/2013;;30/11/2015
LOZANO OTERO, ARATXU;01/01/2015;31/12/2015;73.482,01 €;DIRECTOR/A DE PERSONAL GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;11/03/2013;;22/06/2016
LOZANO OTERO, ARATXU;01/01/2016;31/12/2016;73.745,84 €;DIRECTOR/A DE PERSONAL GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;11/03/2013;;23/06/2017
LOZANO SANTOS, JOSE RICARDO;06/03/2015;31/12/2015;60.500,56 €;DIRECTOR/A;006510000;DIRECCIÓN DE NORMALIZACIÓN LINGÜÍSTICA DE LAS ADMINISTRACIONES PÚBLICAS;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;06/03/2015;;22/06/2016
LOZANO SANTOS, JOSE RICARDO;01/01/2016;31/12/2016;74.502,73 €;DIRECTOR/A;006510000;DIRECCIÓN DE NORMALIZACIÓN LINGÜÍSTICA DE LAS ADMINISTRACIONES PÚBLICAS;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;06/03/2015;;23/06/2017
MADARIAGA ABERASTURI, MIREN ARANTZA;22/12/2016;31/12/2016;1.443,63 €;DIRECTOR/A GERENTE;102010000;DIRECCIÓN GENERAL / GERENCIA;102;Elika, Fundación Vasca para la Seguridad Agroalimentaria;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;22/12/2016;;23/06/2017
MADARIAGA ABERASTURI, MIREN ARANTZA;01/01/2014;31/12/2014;67.087,00 €;DIRECTOR/A GENERAL;143010000;Basquetour, S.A. - Agencia Vasca de Turismo;143;Basquetour, S.A. - Agencia Vasca de Turismo;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;06/02/2013;;30/11/2015
MADARIAGA ABERASTURI, MIREN ARANTZA;01/01/2015;31/12/2015;67.087,00 €;DIRECTOR/A GENERAL;143010000;DIRECCIÓN GENERAL / GERENCIA;143;Basquetour, S.A. - Agencia Vasca de Turismo;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;06/02/2013;;22/06/2016
MADARIAGA ABERASTURI, MIREN ARANTZA;01/01/2016;21/12/2016;66.870,76 €;DIRECTOR/A GENERAL;143010000;DIRECCIÓN GENERAL / GERENCIA;143;Basquetour, S.A. - Agencia Vasca de Turismo;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;06/02/2013;21/12/2016;23/06/2017
MADARIAGA GANGOITI, LEYRE;01/01/2014;31/12/2014;60.372,65 €;DIRECTOR/A;001210000;DIRECCIÓN DE RELACIONES EXTERIORES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;16/01/2013;;30/11/2015
MADARIAGA GANGOITI, LEYRE;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;001210000;DIRECCIÓN DE RELACIONES EXTERIORES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;16/01/2013;;22/06/2016
MADARIAGA GANGOITI, LEYRE;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;001210000;DIRECCIÓN DE RELACIONES EXTERIORES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;16/01/2013;;23/06/2017
MADARIAGA GARAMENDI, IOSU;09/07/2015;31/12/2015;39.802,86 €;VICECONSEJERO/A;009200000;VICECONSEJERÍA DE MEDIO AMBIENTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;09/07/2015;;22/06/2016
MADARIAGA GARAMENDI, IOSU;01/01/2016;01/12/2016;77.235,35 €;VICECONSEJERO/A;009200000;VICECONSEJERÍA DE MEDIO AMBIENTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;09/07/2015;01/12/2016;23/06/2017
MADRAZO JUANES, JOSE LUIS;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;004220000;DIRECCIÓN DE POLÍTICA FAMILIAR Y DESARROLLO COMUNITARIO;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;30/11/2015
MADRAZO JUANES, JOSE LUIS;01/01/2015;31/12/2015;67.119,55 €;DIRECTOR/A;004220000;DIRECCIÓN DE POLÍTICA FAMILIAR Y DESARROLLO COMUNITARIO;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;04/01/2016;22/06/2016
MADRAZO JUANES, JOSE LUIS;01/01/2016;04/01/2016;583,65 €;DIRECTOR/A;004220000;DIRECCIÓN DE POLÍTICA FAMILIAR Y DESARROLLO COMUNITARIO;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;04/01/2016;23/06/2017
MAIZ OLAZABALAGA, EDUARDO;17/06/2015;31/12/2015;41.660,94 €;DIRECTOR/A GERENTE GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/06/2015;;22/06/2016
MAIZ OLAZABALAGA, EDUARDO;01/01/2016;31/12/2016;78.702,56 €;DIRECTOR/A GERENTE GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/06/2015;;23/06/2017
MALAGA PEREZ, EMILIA;29/01/2015;31/12/2015;61.869,14 €;SECRETARIO/A GENERAL;204010000;PRESIDENCIA;204;CESV, Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;29/01/2015;;22/06/2016
MALAGA PEREZ, EMILIA;01/01/2016;31/12/2016;67.757,90 €;SECRETARIO/A GENERAL;204010000;PRESIDENCIA;204;CESV, Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;29/01/2015;;23/06/2017
MANTEROLA ARTETA, PELI;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;003440000;DIRECCIÓN DE CALIDAD E INDUSTRIAS ALIMENTARIAS;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;25/04/2013;;30/11/2015
MANTEROLA ARTETA, PELI;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;003440000;DIRECCIÓN DE CALIDAD E INDUSTRIAS ALIMENTARIAS;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;25/04/2013;;22/06/2016
MANTEROLA ARTETA, PELI;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;003440000;DIRECCIÓN DE CALIDAD E INDUSTRIAS ALIMENTARIAS;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;25/04/2013;;23/06/2017
