Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	Obra Fase I de estabilización de un talud en la trasera del nuevo instituto IES XABIER-MUNIBE BHI de Azkoitia (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Obra Fase I de estabilización de un talud en la trasera del nuevo instituto IES XABIER-MUNIBE BHI de Azkoitia (Gipuzkoa).	G-013/18-OM579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	12.114,18	14.658	21%(Tipo de IVA general)	12.114,18	14.658			4	No		No	1	Razón Social:EXCAVACIONES VIUDA DE SAINZ, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	31/01/2017	31/01/2017																	No																		No
Ejecución	Formación en materia de hombres, igualdad y masculinidades durante 2017, en el marco de la iniciativa Gizonduz de Emakunde-Instituto Vasco de la Mujer.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Emakunde-Instituto Vasco de la Mujer	Dirección de EMAKUNDE	Presidencia del Gobierno - Lehendakaritza	Mesa de Contratación - Presidencia	Formación en materia de hombres, igualdad y masculinidades durante 2017, en el marco de la iniciativa Gizonduz de Emakunde-Instituto Vasco de la Mujer.	02EMK/02S/2017586_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:80522000-9,Descripción:Seminarios de formación,Principal:Si	No	No	No	No	Si		12/12/2016			12/12/2016		Ordinaria	Abierto	Oferta más ventajosa	50.000	60.500	21%(Tipo de IVA general)	45.826	55.449	50.000		11	No		No	1	Razón Social:Berdintasun Proiektuak S. Coop. Pequeña,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	24/01/2017	31/01/2017																	No																		No
Ejecución	Mantenimientos cubiertas Seminario año 2017	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Mantenimientos cubiertas Seminario año 2017	1701057181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:45261900-3,Descripción:Reparación y mantenimiento de tejados,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.516	6.674	21%(Tipo de IVA general)	5.516	6.674			12	No		No	1	Razón Social:BEROSTI GEST, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	24/01/2017	24/01/2017																	No																		No
Ejecución	Recogida de muestras de controles antidopaje	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Cultura y Política Lingüística	Dirección de Juventud y Deportes	Cultura y Política Lingüística	Mesa de Contratación - Cultura y Política Lingüística	Recogida de muestras de controles antidopaje	KIROLAK 2017/003582_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:33954000-2,Descripción:Maletín de toma de muestras biológicas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.850	17.850		17.850	17.850			11	No		No	1	Razón Social:CENTRO DE RECUPERACIÓN Y MEDICINA DEL DEPORTE, SL,Nacionalidad:España,Provincia:Bizkaia,UTE:No	17/01/2017	17/01/2017																	No																		No
Ejecución	Gestión de Resíduos 2017	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Gestión de Resíduos 2017	1701017181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:90500000-2,Descripción:Servicios relacionados con desperdicios y residuos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.000	7.260	21%(Tipo de IVA general)	6.000	7.260			12	No		No	1	Razón Social:CONTENEDORES ESCOR VITORIA, S.L.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	10/01/2017	10/01/2017																	No																		No
Ejecución	Contratación Mantenimiento Licencias WISKI2017	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Contratación Mantenimiento Licencias WISKI2017	1701041181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:72267100-0,Descripción:Mantenimiento de software de tecnología de la información,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	15.420	18.658	21%(Tipo de IVA general)	15.420	18.658			12	No		No	1	Razón Social:KISTERS IBÉRICA, S.L.,Nacionalidad:España,Provincia:Valladolid,UTE:No	18/01/2017	18/01/2017																	No																		No
Ejecución	Redacción del Estudio Geotécnico para las obras de ampliación de porche cubierto en el Ceip Angel Ganivet- Izarra ? Santa Lucia Hlhi de Vitoria-Gasteiz (Araba).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Redacción del Estudio Geotécnico para las obras de ampliación de porche cubierto en el Ceip Angel Ganivet- Izarra ? Santa Lucia Hlhi de Vitoria-Gasteiz (Araba).	A-027/10-geo579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.168,48	1.414	21%(Tipo de IVA general)	1.168,48	1.414			4	No		No	1	Razón Social:VIRGINIA ORMAETXEA DELGADO,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	16/01/2017	16/01/2017																	No																		No
Ejecución	Proyecto de Ejecución, Trabajos Complementarios y Dirección Facultativa de las obras de nuevo office y comedor en el Ceip Dunboa Hlhi de Irún (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Proyecto de Ejecución, Trabajos Complementarios y Dirección Facultativa de las obras de nuevo office y comedor en el Ceip Dunboa Hlhi de Irún (Gipuzkoa).	G-022/16579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.000	7.260	21%(Tipo de IVA general)	6.000	7.260			4	No		No	1	Razón Social:GANDIAGA DIEZ, MARÍA TERESA,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Proyecto de Ejecución, Trabajos Complementarios y Dirección Facultativa de las obras de reforma de la cocina y comedor en el Ceip Mogel Hlhi de Eibar (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Proyecto de Ejecución, Trabajos Complementarios y Dirección Facultativa de las obras de reforma de la cocina y comedor en el Ceip Mogel Hlhi de Eibar (Gipuzkoa).	G-019/16579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	11.800	14.278	21%(Tipo de IVA general)	11.800	14.278			12	No		No	1	Razón Social:MENDIETA SAGASTA ALBERTO,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Levantamiento de los planos de plantas, fachadas y cubiertas del CMFP LLODIO LHUI de LLodio (Araba).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Levantamiento de los planos de plantas, fachadas y cubiertas del CMFP LLODIO LHUI de LLodio (Araba).	A-003/17579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.610,40	1.949	21%(Tipo de IVA general)	1.610,40	1.949			4	No		No	1	Razón Social:AIRESTUDIO GEOINFORMATION TECHNOLOGIES, S.COOP.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	23/01/2017	23/01/2017																	No																		No
Ejecución	Redacción del Estudio Geotécnico para las obras de nuevo edificio en el Ceip Alkiza Hlhi de Alkiza (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Redacción del Estudio Geotécnico para las obras de nuevo edificio en el Ceip Alkiza Hlhi de Alkiza (Gipuzkoa).	G-015/16579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.735,26	4.520	21%(Tipo de IVA general)	3.735,26	4.520			4	No		No	1	Razón Social:SERINKO, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	23/01/2017	23/01/2017																	No																		No
Ejecución	Suministro de productos químicos de fontanería	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	suministro de productos químicos de fontanería	108/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:24962000-5,Descripción:Productos químicos para tratamiento del agua,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.264,46	10.000	21%(Tipo de IVA general)	8.264,46	10.000			12	No		No	1	Razón Social:INTEMAN,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Suministro de consumibles para equipos fax instalados en los órganos judiciales de Gipuzkoa	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Suministro de consumibles para equipos fax instalados en los órganos judiciales de Gipuzkoa	M-036/2017 DGPA574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:32581200-1,Descripción:Equipos de fax,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	12.000	14.520	21%(Tipo de IVA general)	12.000	14.520			11	No		No	1	Razón Social:PROSIN, S.L.,Nacionalidad:España,Provincia:Navarra,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Traslado de los Jóvenes seleccionados en el Programa Juventud Vasca Copoperante 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	Traslado de los Jóvenes seleccionados en el Programa Juventud Vasca Copoperante 2017	M-012-DEPS2017576_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:98392000-7,Descripción:Servicios de traslado,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.400	7.040	10%(Tipo de IVA reducido)	6.400	7.040			8	No		No	1	Razón Social:INSTITUTO FORAL DE LA JUVENTUD,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	03/02/2017	03/02/2017																	No																		No
Ejecución	Alojamiento y manutención de los jóvenes seleccionados en el programa Juventud Vasca Cooperante 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	Alojamiento y manutención de los jóvenes seleccionados en el programa Juventud Vasca Cooperante 2017	M-011-DEPS2017576_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:98341000-5,Descripción:Servicios de alojamiento,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.999,17	21.779		17.999,17	21.779			8	No		No	1	Razón Social:INSTITUTO FORAL DE LA JUVENTUD,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	03/02/2017	03/02/2017																	No																		No
Ejecución	Traslado de los Jóvenes seleccionados en el Programa Juventud Vasca Copoperante 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	Traslado de los Jóvenes seleccionados en el Programa Juventud Vasca Copoperante 2017	M-012-DEPS2017576_00000000000000000000002		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:98392000-7,Descripción:Servicios de traslado,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.400	7.040	10%(Tipo de IVA reducido)	6.400	7.040			8	No		No	1	Razón Social:ALEGRÍA HERMANOS, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	03/02/2017	03/02/2017																	No																		No
Ejecución	Mantenimiento de licencias Microfocus Cobol 2017 y 2018. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Mantenimiento de licencias Microfocus Cobol 2017 y 2018.	099/2016181_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72200000-7,Descripción:Servicios de programación de software y de consultoría,Principal:Si	No	No	No	No	Si					14/12/2016		Ordinaria	Abierto	Precio más ventajoso	67.000	81.070	21%(Tipo de IVA general)	66.250,91	80.164	67.000		24	No		No	1	Razón Social:MICRO FOCUS SLU,Nacionalidad:España,Provincia:Madrid,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Impartición curso seguridad vial tráfico Ertzaintza y nueva promoción Policía Local	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Impartición curso seguridad vial tráfico Ertzaintza y nueva promoción Policía Local	117-1-17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.326	1.604	21%(Tipo de IVA general)	1.326	1.604			5	No		No	1	Razón Social:CARMELO ALONSO SEGURADO,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Gestión alquiler sala conferencias Hotel Igeretxe (Getxolinguae)	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 NAGUSI-03579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.221,05	2.687	21%(Tipo de IVA general)	2.221,05	2.687				No		No	1	Razón Social:EROSKI BIDAIAK, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	25/01/2017	25/01/2017																	No																		No
Ejecución	Impartición: el liderazgo: importancia de reuniones de trabajo	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Impartición: el liderazgo: importancia de reuniones de trabajo	125/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	13.600	13.600	Exento	13.600	13.600			7	No		No	1	Razón Social:KEPA MURUA AURICENEA,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Coordinación, seguridad y salud-vestuario Módulo I	Obras	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Coordinación seguridad y salud-obra vestuarios Módulo I	25-1/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71317200-5,Descripción:Servicios de salud y seguridad,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	790	956	21%(Tipo de IVA general)	790	956			1	No		No	1	Razón Social:APPLUS NORCONTROL, S.L.U.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	18/01/2017	18/01/2017																	No																		No
Ejecución	Gestión coffee break actividad formativa (VI Jornada de música)	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 NAGUSI-01579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	911,16	1.103	21%(Tipo de IVA general)	911,16	1.103				No		No	1	Razón Social:EROSKI BIDAIAK, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	25/01/2017	25/01/2017																	No																		No
